[0.049s] Invoking command in '/home/pi/microros_pi_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake /home/pi/microros_pi_ws/src/micro_ros_setup -DCMAKE_INSTALL_PREFIX=/home/pi/microros_pi_ws/install/micro_ros_setup
[0.286s] -- The C compiler identification is GNU 11.4.0
[0.530s] -- The CXX compiler identification is GNU 11.4.0
[0.559s] -- Detecting C compiler ABI info
[0.856s] -- Detecting C compiler ABI info - done
[0.883s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.884s] -- Detecting C compile features
[0.886s] -- Detecting C compile features - done
[0.896s] -- Detecting CXX compiler ABI info
[1.225s] -- Detecting CXX compiler ABI info - done
[1.253s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[1.254s] -- Detecting CXX compile features
[1.256s] -- Detecting CXX compile features - done
[1.276s] -- Found ament_cmake: 1.3.11 (/opt/ros/humble/share/ament_cmake/cmake)
[1.926s] -- Found Python3: /usr/bin/python3 (found version "3.10.12") found components: Interpreter 
[2.382s] -- Found ament_lint_auto: 0.12.11 (/opt/ros/humble/share/ament_lint_auto/cmake)
[2.810s] -- Added test 'copyright' to check source files copyright and LICENSE
[3.052s] -- Added test 'flake8' to check Python code syntax and style conventions
[3.082s] -- Added test 'lint_cmake' to check CMake code style
[3.099s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[3.227s] -- Added test 'xmllint' to check XML markup files
[3.236s] -- Configuring done
[3.256s] -- Generating done
[3.263s] -- Build files have been written to: /home/pi/microros_pi_ws/build/micro_ros_setup
[3.278s] Invoked command in '/home/pi/microros_pi_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake /home/pi/microros_pi_ws/src/micro_ros_setup -DCMAKE_INSTALL_PREFIX=/home/pi/microros_pi_ws/install/micro_ros_setup
[3.287s] Invoking command in '/home/pi/microros_pi_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /home/pi/microros_pi_ws/build/micro_ros_setup -- -j4 -l4
[3.425s] Invoked command in '/home/pi/microros_pi_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /home/pi/microros_pi_ws/build/micro_ros_setup -- -j4 -l4
[3.462s] Invoking command in '/home/pi/microros_pi_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --install /home/pi/microros_pi_ws/build/micro_ros_setup
[3.489s] -- Install configuration: ""
[3.490s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/ament_index/resource_index/package_run_dependencies/micro_ros_setup
[3.492s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/ament_index/resource_index/parent_prefix_path/micro_ros_setup
[3.493s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/environment/ament_prefix_path.sh
[3.494s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/environment/ament_prefix_path.dsv
[3.495s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/environment/path.sh
[3.496s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/environment/path.dsv
[3.497s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.bash
[3.499s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.sh
[3.500s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.zsh
[3.501s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.dsv
[3.502s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/package.dsv
[3.503s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/ament_index/resource_index/packages/micro_ros_setup
[3.505s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/cmake/micro_ros_setupConfig.cmake
[3.506s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/cmake/micro_ros_setupConfig-version.cmake
[3.507s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/share/micro_ros_setup/package.xml
[3.508s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config
[3.508s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib
[3.509s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic
[3.509s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/create.sh
[3.510s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/client-colcon.meta
[3.511s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/build.sh
[3.512s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/package.xml
[3.513s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/flash.sh
[3.514s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/demo_toolchain.cmake
[3.515s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/generic/client_uros_packages.repos
[3.515s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/dev_uros_packages.repos
[3.516s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/generate_lib/dev_ros2_packages.txt
[3.517s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/host
[3.518s] -- Installing: /home/pi/microros_pi_ws/install/micro_ros_setup/./config/host/generic
